doc_id,termo_id,categoria,campo_cadastro,termo_pt,termo_en,abreviacao_pt,abreviacao_en,campo_texto,fonte_documental,idioma_declarado,idioma_detectado,data_extracao_glossario,data_processamento,glossario_versao,pipeline_versao,texto_bruto,texto_normalizado,tokens_lematizados,num_tokens_brutos,num_tokens_lematizados,entidades_detectadas,campos_extraidos,termos_relacionados,abrevs_encontradas,abrevs_expandidas,stopwords_removidas,unidade,norma_referencia,regra_normalizacao
CORP-0030,GE008,grandezas_eletricas,indice_polarizacao,Índice de Polarização,Polarization Index,PI,PI,definicao_en,norma_tecnica,en,en,2026-04-29,2026-05-09,v5,v1.0,Ratio between the insulation resistance measured at 10 minutes and at 1 minute (PI = IR10min / IR1min). Indicates the quality and integrity of the insulation system.,Ratio between the insulation resistance measured at 10 minutes and at 1 minute (PI = IR10min / IR1min). Indicates the quality and integrity of the insulation system.,ratio | between | insulation | resistance | measur | 10 | minut | and | minute | PI | ir10min | ir1min | indicat | quality | and | integrity | insulation | system,24,18,,{},GE007,0,0,6,adimensional,IEEE 43,Normalizar: PI | IP | P.I. | polarization index | índice polarização → indice_polarizacao. Regex: (?i)(p\.?i\.?|polarization\s*index|índice\s*de\s*polariza)
CORP-0031,GE008,grandezas_eletricas,indice_polarizacao,Índice de Polarização,Polarization Index,PI,PI,observacoes_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Valores baixos indicam contaminação por umidade, sujeira ou degradação do verniz.","Valores baixos indicam contaminação por umidade, sujeira ou degradação do verniz.",valor | baixos | indicam | contaminação | umidade | sujeira | degradação | do | verniz,11,9,,{},TF008,0,0,2,adimensional,IEEE 43,Normalizar: PI | IP | P.I. | polarization index | índice polarização → indice_polarizacao. Regex: (?i)(p\.?i\.?|polarization\s*index|índice\s*de\s*polariza)
CORP-0032,GE008,grandezas_eletricas,indice_polarizacao,Índice de Polarização,Polarization Index,PI,PI,ambiguidades,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"IP no contexto de isolamento pode ser Índice de Polarização (adimensional, razão R10min/R1min) ou Grau de Proteção (IP54, IP55) — distinguir pela presença de valor numérico duplo (ex. 1.6) vs. código alfanumérico (ex. IP54).","Corrente de Partida no contexto de isolamento pode ser Índice de Polarização (adimensional, razão R10min/R1min) ou Grau de Proteção (IP54, IP55) — distinguir pela presença de valor numérico duplo (ex. 1.6) vs. código alfanumérico (ex. IP54).","corrente | de | partida | contexto | de | isolamento | pode | índice | de | polarização | (adimensional, | razão | r10min/r1min) | grau | de | proteção | (ip54, | ip55) | distinguir | pela | presença | de | valor | numérico | duplo | (ex. | 1.6) | vs. | código | alfanumérico | (ex. | ip54).",33,32,IP54 | IP55 | IP54,{'grau_protecao_ip': 'IP54'},GE008 | IS001 | CM007,1,1,3,adimensional,IEEE 43,Normalizar: PI | IP | P.I. | polarization index | índice polarização → indice_polarizacao. Regex: (?i)(p\.?i\.?|polarization\s*index|índice\s*de\s*polariza)
CORP-0033,GE009,grandezas_eletricas,desequilibrio_tensao_percent,Desequilíbrio de Tensão,Voltage Unbalance,deseq. tens.,VU,definicao_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Diferença percentual entre as tensões de fase em um sistema trifásico. Desequilíbrios acima de 1% causam aumento de temperatura nos enrolamentos. Acima de 5%, pode causar danos permanentes.","Diferença percentual entre as tensões de fase em um sistema trifásico. Desequilíbrios acima de 1% causam aumento de temperatura nos enrolamentos. Acima de 5%, pode causar danos permanentes.",diferença | percentual | entre | tensões | de | fase | em | sistema | trifásico | desequilíbrios | acima | de | 1_ | causam | aumento | de | temperatura | enrolamento | acima | de | 5_ | pode | causar | danos | permanente,28,25,,{},GM005 | CM004 | CM003,0,0,3,%,NEMA MG1 | IEC 60034-26,"Normalizar: VUF | PVUR | desq. tensão | voltage unbalance | desequilíbrio → desequilibrio_tensao_percent. Regex: (?i)(vuf|pvur|desq\.?\s*tens|unbal\w*)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0034,GE009,grandezas_eletricas,desequilibrio_tensao_percent,Desequilíbrio de Tensão,Voltage Unbalance,deseq. tens.,VU,definicao_en,norma_tecnica,en,en,2026-04-29,2026-05-09,v5,v1.0,"Percentage difference between phase voltages in a three-phase system. Imbalances above 1% cause winding temperature increase. Above 5%, may cause permanent damage.","Percentage difference between phase voltages in a three-phase system. Imbalances above 1% cause winding temperature increase. Above 5%, may cause permanent damage.",percentage | difference | between | phase | voltage | three-phase | system | imbalanc | above | 1_ | cause | winding | temperature | increase | above | 5_ | cause | permanent | damage,21,19,,{},TN001 | GM005 | CM004 | GE001,0,0,2,%,NEMA MG1 | IEC 60034-26,"Normalizar: VUF | PVUR | desq. tensão | voltage unbalance | desequilíbrio → desequilibrio_tensao_percent. Regex: (?i)(vuf|pvur|desq\.?\s*tens|unbal\w*)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0035,GE009,grandezas_eletricas,desequilibrio_tensao_percent,Desequilíbrio de Tensão,Voltage Unbalance,deseq. tens.,VU,observacoes_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Cada 1% de desequilíbrio de tensão pode aumentar as perdas no motor em até 6–10%.,Cada 1% de desequilíbrio de tensão pode aumentar as perdas no motor em até 6–10%.,cada | 1_ | de | desequilíbrio | de | tensão | pode | aumentar | perda | motor | em | até | 10_,15,13,,{},GE009 | GE001,0,0,2,%,NEMA MG1 | IEC 60034-26,"Normalizar: VUF | PVUR | desq. tensão | voltage unbalance | desequilíbrio → desequilibrio_tensao_percent. Regex: (?i)(vuf|pvur|desq\.?\s*tens|unbal\w*)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0036,GE009,grandezas_eletricas,desequilibrio_tensao_percent,Desequilíbrio de Tensão,Voltage Unbalance,deseq. tens.,VU,ambiguidades,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Desequilíbrio de tensão pode ser calculado pelo método NEMA (PVUR) ou IEC (VUF) — resultados numéricos divergem; registrar o método de cálculo junto ao valor.,Desequilíbrio de tensão pode ser calculado pelo método NEMA MG1 (PVUR) ou IEC (VUF) — resultados numéricos divergem; registrar o método de cálculo junto ao valor.,desequilíbrio | de | tensão | pode | calculado | pelo | método | NEMA | MG1 | (pvur) | iec | (vuf) | resultados | numéricos | divergem; | registrar | método | de | cálculo | junto | valor.,23,21,,{},NC003 | GE009 | GE001,1,1,3,%,NEMA MG1 | IEC 60034-26,"Normalizar: VUF | PVUR | desq. tensão | voltage unbalance | desequilíbrio → desequilibrio_tensao_percent. Regex: (?i)(vuf|pvur|desq\.?\s*tens|unbal\w*)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0037,GE010,grandezas_eletricas,thd_percent,Harmônicos,Harmonics,harm.,harm.,definicao_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Componentes senoidais de frequências múltiplas inteiras da fundamental (50 ou 60 Hz), presentes em tensão e corrente com cargas não-lineares como inversores e retificadores. Diferente de THD (GE011), que é a métrica agregada.","Componentes senoidais de frequências múltiplas inteiras da fundamental (50 ou 60 Hz), presentes em tensão e corrente com cargas não-lineares como inversores e retificadores. Diferente de Distorção Harmônica Total (GE011), que é a métrica agregada.",componente | senoidal | de | frequências | múltiplas | inteiras | fundamental | 50 | 60_hz | presente | em | tensão | corrente | cargas | não-linear | inversor | retificador | diferente | de | distorção | harmônica | total | GE011 | métrica | agregada,28,25,GE011 | 60 Hz,"{'codigo_evento': 11.0, 'frequencia_hz': 60.0}",GE012 | GE002 | GE001 | GE004,1,1,5,%,IEC 61000-4-7 | IEEE 519 | IEC 61000-2-2,"Normalizar: harm. | harmonic | harmônicos | THD (quando genérico) → thd_percent. Regex: (?i)(harm[oô]n\w*|thd)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0038,GE010,grandezas_eletricas,thd_percent,Harmônicos,Harmonics,harm.,harm.,definicao_en,norma_tecnica,en,en,2026-04-29,2026-05-09,v5,v1.0,"Sinusoidal components at integer multiples of the fundamental frequency (50 or 60 Hz). Distinct from THD (GE011), which is the aggregate metric.","Sinusoidal components at integer multiples of the fundamental frequency (50 or 60 Hz). Distinct from Distorção Harmônica Total (GE011), which Corrente de Partida the aggregate metric.",sinusoidal | component | integer | multipl | fundamental | frequency | 50 | or | 60_hz | distinct | from | distorção | harmônica | total | GE011 | corrente | de | partida | aggregate | metric,21,20,GE011 | 60 Hz,"{'codigo_evento': 11.0, 'frequencia_hz': 60.0}",GE012 | GE004,2,2,5,%,IEC 61000-4-7 | IEEE 519 | IEC 61000-2-2,"Normalizar: harm. | harmonic | harmônicos | THD (quando genérico) → thd_percent. Regex: (?i)(harm[oô]n\w*|thd)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0039,GE010,grandezas_eletricas,thd_percent,Harmônicos,Harmonics,harm.,harm.,observacoes_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Motores alimentados por inversores devem ter fator de serviço adequado para compensar as perdas adicionais por harmônicos.,Motores alimentados por inversores devem ter fator de serviço adequado para compensar as perdas adicionais por harmônicos.,motor | alimentados | inversor | devem | ter | fator | de | serviço | adequado | compensar | perda | adicional | harmônicos,17,13,,{},PO001 | GE010,0,0,4,%,IEC 61000-4-7 | IEEE 519 | IEC 61000-2-2,"Normalizar: harm. | harmonic | harmônicos | THD (quando genérico) → thd_percent. Regex: (?i)(harm[oô]n\w*|thd)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0040,GE010,grandezas_eletricas,thd_percent,Harmônicos,Harmonics,harm.,harm.,ambiguidades,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Harmônicos"" é categoria geral; harmônica individual (ex.: 5ª, 7ª) requer campo específico. Não confundir com THD (soma total) — se valor único disponível, assumir THD.","""Harmônicos"" é categoria geral; harmônica individual (ex.: 5ª, 7ª) requer campo específico. Não confundir com Distorção Harmônica Total (soma total) — se valor único disponível, assumir Distorção Harmônica Total","""harmônicos"" | categoria | geral; | harmônica | individual | (ex.: | 5ª, | 7ª) | requer | campo | específico. | não | confundir | distorção | harmônica | total | (soma | total) | valor | único | disponível, | assumir | distorção | harmônica | total",23,25,,{},GE010 | GE012,2,2,2,%,IEC 61000-4-7 | IEEE 519 | IEC 61000-2-2,"Normalizar: harm. | harmonic | harmônicos | THD (quando genérico) → thd_percent. Regex: (?i)(harm[oô]n\w*|thd)\s*[:=]?\s*(\d+[.,]?\d*)\s*%?"
CORP-0041,GM001,grandezas_mecanicas,velocidade_nominal_rpm,Rotação,Speed / RPM,rot.,n,definicao_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Número de rotações completas do eixo do motor por minuto. A velocidade síncrona (ns) é determinada pela frequência e pelo número de polos. A velocidade nominal inclui o escorregamento.,Número de rotações completas do Eixo do motor por minuto. A velocidade síncrona (ns) é determinada pela frequência e pelo número de polos. A velocidade nominal inclui o escorregamento.,número | de | rotações | completas | do | eixo | do | motor | minuto | a | velocidade | síncrona | ns | determinada | pela | frequência | pelo | número | de | polo | a | velocidade | nominal | inclui | escorregamento,26,25,,{},GM003 | CM006 | GE004 | PO007 | PO003,1,1,1,rpm (rotações por minuto),IEC 60034-1 | NBR 17094,Normalizar: rot. | rpm | r/min | min-1 | RPM | rotação | speed → velocidade_nominal_rpm. Regex: (?i)(rot\.?|rpm|r\/min|min[-−]1)\s*[:=]?\s*(\d+)
CORP-0042,GM001,grandezas_mecanicas,velocidade_nominal_rpm,Rotação,Speed / RPM,rot.,n,definicao_en,norma_tecnica,en,en,2026-04-29,2026-05-09,v5,v1.0,Number of complete shaft rotations per minute. Synchronous speed (ns) is determined by frequency and number of poles. Rated speed includes slip.,Number of complete shaft rotations per minute. Synchronous speed (ns) Corrente de Partida determined by frequency and number of poles. Rated speed includes slip.,number | complete | shaft | rotation | per | minute | synchronou | spe | ns | corrente | de | partida | determin | frequency | and | number | pole | rat | spe | includ | slip,22,21,,{},GM003 | CM006 | GE004 | PO007 | PO003,1,1,3,rpm (rotações por minuto),IEC 60034-1 | NBR 17094,Normalizar: rot. | rpm | r/min | min-1 | RPM | rotação | speed → velocidade_nominal_rpm. Regex: (?i)(rot\.?|rpm|r\/min|min[-−]1)\s*[:=]?\s*(\d+)
CORP-0043,GM001,grandezas_mecanicas,velocidade_nominal_rpm,Rotação,Speed / RPM,rot.,n,observacoes_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Rotação nominal é sempre inferior à velocidade síncrona (escorregamento ~1-5%). Valores reais: 3550, 1770, 1180, 890 rpm. Velocidade síncrona teórica: 3600, 1800, 1200, 900 rpm (60Hz). Ver PO007.","Rotação nominal é sempre inferior à velocidade síncrona (escorregamento ~1-5%). Valores reais: 3550, 1770, 1180, 890 Rotação Velocidade síncrona teórica: 3600, 1800, 1200, 900 Rotação (60 Hz). Ver PO007.",rotação | nominal | sempre | inferior | velocidade | síncrona | escorregamento | 1-5_ | valor | real | 3550 | 1770 | 1180 | 890 | rotação | velocidade | síncrona | teórica | 3600 | 1800 | 1200 | 900 | rotação | 60_hz | ver | PO007,24,26,PO007 | 60 Hz,"{'codigo_evento': 7.0, 'frequencia_hz': 60.0}",GM003 | PO007 | GM001,2,3,0,rpm (rotações por minuto),IEC 60034-1 | NBR 17094,Normalizar: rot. | rpm | r/min | min-1 | RPM | rotação | speed → velocidade_nominal_rpm. Regex: (?i)(rot\.?|rpm|r\/min|min[-−]1)\s*[:=]?\s*(\d+)
CORP-0044,GM001,grandezas_mecanicas,velocidade_nominal_rpm,Rotação,Speed / RPM,rot.,n,ambiguidades,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,rot. pode ser Rotação (GM001) ou Rotor (CM002) — desambiguar pelo contexto: grandeza com unidade rpm = rotação; componente = rotor.,rot. pode ser Rotação (GM001) ou Rotor (CM002) — desambiguar pelo contexto: grandeza com unidade Rotação = rotação; componente = Rotor,rot. | pode | rotação | (gm001) | Rotor | (cm002) | desambiguar | pelo | contexto: | grandeza | unidade | rotação | rotação; | componente | Rotor,18,15,GM001 | CM002,{'codigo_evento': 2.0},GM001 | CM002,3,3,3,rpm (rotações por minuto),IEC 60034-1 | NBR 17094,Normalizar: rot. | rpm | r/min | min-1 | RPM | rotação | speed → velocidade_nominal_rpm. Regex: (?i)(rot\.?|rpm|r\/min|min[-−]1)\s*[:=]?\s*(\d+)
CORP-0045,GM002,grandezas_mecanicas,torque_nominal_nm,Torque,Torque,Tq,T,definicao_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Força de rotação gerada no eixo do motor. O torque nominal (Tn) é o torque desenvolvido em plena carga à velocidade nominal. O torque de partida e o torque máximo são parâmetros críticos para dimensionamento.,Força de rotação gerada no Eixo do motor. O torque nominal (Tn) é o torque desenvolvido em plena carga à velocidade nominal. O torque de partida e o torque máximo são parâmetros críticos para dimensionamento.,força | de | rotação | gerada | eixo | do | motor | torque | nominal | tn | torque | desenvolvido | em | plena | carga | velocidade | nominal | torque | de | partida | torque | máximo | são | parâmetros | críticos | dimensionamento,28,26,,{},CM006 | GM001 | GM002,1,1,2,N·m (Newton-metro),IEC 60034-1 | NEMA MG1,"Normalizar: torq. | Tn | Nm | torque | conjugado → torque_nominal_nm. Regex: (?i)(torq\.?|tn?|torque|conjugado)\s*[:=]?\s*(\d+[\.,]?\d*)\s*n[\.,]?m"
CORP-0046,GM002,grandezas_mecanicas,torque_nominal_nm,Torque,Torque,Tq,T,definicao_en,norma_tecnica,en,en,2026-04-29,2026-05-09,v5,v1.0,Rotational force generated at the motor shaft. Rated torque (Tn) is the torque developed at full load at rated speed. Starting torque and maximum torque are critical sizing parameters.,Rotational force generated at the motor shaft. Rated torque (Tn) Corrente de Partida the torque developed at full load at rated speed. Starting torque and maximum torque are critical sizing parameters.,rotational | force | generat | motor | shaft | rat | torque | tn | corrente | de | partida | torque | develop | full | load | rat | spe | start | torque | and | maximum | torque | critical | siz | parameter,29,25,,{},CM006 | GM002,1,1,6,N·m (Newton-metro),IEC 60034-1 | NEMA MG1,"Normalizar: torq. | Tn | Nm | torque | conjugado → torque_nominal_nm. Regex: (?i)(torq\.?|tn?|torque|conjugado)\s*[:=]?\s*(\d+[\.,]?\d*)\s*n[\.,]?m"
CORP-0047,GM002,grandezas_mecanicas,torque_nominal_nm,Torque,Torque,Tq,T,observacoes_pt,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Torque de partida (T_start) tipicamente 150–250% do Tn; torque máximo (T_max) tipicamente 200–300% do Tn.,Torque de partida (T_start) tipicamente 150–250% do Tn; torque máximo (T_max) tipicamente 200–300% do Tn.,Torque | de | partida | t_start | tipicamente | 150 | 250_ | do | tn | torque | máximo | t_max | tipicamente | 200 | 300_ | do | tn,17,17,,{},GM002,0,0,0,N·m (Newton-metro),IEC 60034-1 | NEMA MG1,"Normalizar: torq. | Tn | Nm | torque | conjugado → torque_nominal_nm. Regex: (?i)(torq\.?|tn?|torque|conjugado)\s*[:=]?\s*(\d+[\.,]?\d*)\s*n[\.,]?m"
CORP-0048,GM002,grandezas_mecanicas,torque_nominal_nm,Torque,Torque,Tq,T,ambiguidades,norma_tecnica,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"T pode ser Torque (GM002) ou Temperatura (GM005) — no contexto de motores, T seguido de Nm = torque; T seguido de °C = temperatura.","Torque pode ser Torque (GM002) ou Temperatura (GM005) — no contexto de motores, Torque seguido de Nm = torque; Torque seguido de °C = temperatura.","Torque | pode | Torque | (gm002) | temperatura | (gm005) | contexto | de | motores, | Torque | seguido | de | nm | torque; | Torque | seguido | de | °c | temperatura.",19,19,GM002 | GM005,{'codigo_evento': 5.0},GM005 | GM002,3,3,3,N·m (Newton-metro),IEC 60034-1 | NEMA MG1,"Normalizar: torq. | Tn | Nm | torque | conjugado → torque_nominal_nm. Regex: (?i)(torq\.?|tn?|torque|conjugado)\s*[:=]?\s*(\d+[\.,]?\d*)\s*n[\.,]?m"
