id,categoria,termo_pt,termo_en,abreviacao_pt,abreviacao_en,sinonimos_pt,sinonimos_en,unidade,definicao_pt,definicao_en,valores_tipicos,norma_referencia,campo_cadastro,observacoes_pt,observacoes_en,data_extracao,idioma,fonte_documental,regra_normalizacao,ambiguidades,relacao_pai,relacoes_filhos,relacoes_relacionados
TM004,tipos_motor,Motor Síncrono,Synchronous Motor,MS,SM,motor de velocidade constante | motor de ímã permanente | motor PM | PMSM,constant speed motor | permanent magnet motor | PM motor | PMSM,-,"Motor CA que opera exatamente na velocidade síncrona (sem escorregamento), com campo do rotor gerado por ímãs permanentes (PMSM) ou excitação CC. Usado em aplicações de alta eficiência (IE4, IE5) e velocidade precisa.","AC motor operating exactly at synchronous speed (no slip), with rotor field generated by permanent magnets (PMSM) or DC excitation. Used in high-efficiency (IE4, IE5) and precise-speed applications.","Rotação: exatamente ns = 120f/P | Fator de potência: 0,85 a 1,00 (capacitivo/unitário) | Tensão excitação CC: 24 V a 220 V DC | Potência: 75 kW a 50 MW (grandes acionamentos) | Tensão estator: 380 V a 13,8 kV",IEC 60034-1 | IEC 60034-30-1,tipo_motor,Não confundir velocidade síncrona (parâmetro de todos os motores CA) com motor síncrono (tipo específico).,Do not confuse synchronous speed (parameter of all AC motors) with synchronous motor (specific type).,2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: motor síncrono | synchronous motor | SM | PMSM | SRM → tipo_motor. Subtipos: PMSM (ímã permanente) | relutância síncrona (SynRM) | excitado externamente. Registrar subtipo.,"""Motor síncrono"" pode ser de ímã permanente (PMSM) ou de excitação em campo (SM clássico) — as curvas de torque e estratégias de controle diferem; registrar subtipo para correto dimensionamento de VFD.",,,GE004 | GM001 | AC001
TM005,tipos_motor,Motor à Prova de Explosão,Explosion-Proof Motor,EX,EX,motor antiexplosivo | motor Ex | motor para área classificada,explosion proof motor | Ex motor | hazardous area motor | flameproof motor,-,"Motor certificado para operação em atmosferas potencialmente explosivas (gases, vapores ou poeiras). Classificado por zona (Ex d, Ex e, Ex n) e grupo de gás. Requer certificação ATEX (Europa) ou NEC (EUA).","Motor certified for operation in potentially explosive atmospheres (gases, vapors or dusts). Classified by zone (Ex d, Ex e, Ex n) and gas group. Requires ATEX or NEC certification.","Grupos IEC: Ex d (confinamento) | Ex e (segurança aumentada) | Ex n (não faiscante) | Zonas ATEX: Zone 1 | Zone 2 | Zone 21 | Zone 22 | Temperatura superficial: T1 (450°C) a T6 (85°C) | IP mínimo: IP55 | Potência típica: 0,75 kW a 200 kW",IEC 60079-0 | ABNT NBR IEC 60079 | NEC Article 500,tipo_motor,Temperatura de superfície máxima classificada T1–T6 (IEC 60079). Não confundir com Classe de Isolamento (temperatura de enrolamento).,Maximum surface temperature classified T1–T6 (IEC 60079). Do not confuse T-class with Insulation Class (winding temperature).,2026-04-29,pt-BR / en-US,placa_equipamento,"Normalizar: motor Ex | explosion proof | à prova de explosão | ATEX motor → tipo_motor. Valor canônico: ""motor_prova_explosao"". Registrar modo de proteção IEC 60079 e grupo de gás (IIA/IIB/IIC).",Motor à prova de explosão não é sinônimo de motor à prova de faíscas (spark-proof) ou motor resistente a intempéries (weather protected) — distinções críticas para segurança em área classificada.,,,IS005 | NC003 | PO004
TM006,tipos_motor,Motor Inverter-Duty,Inverter-Duty Motor,inv-duty,inv-duty,motor para inversor | motor VFD-ready | motor de frequência variável,VFD motor | inverter-rated motor | variable frequency duty motor,-,"Motor projetado para operação com inversor de frequência, com isolamento reforçado (mín. Classe F) para suportar picos dv/dt, rolamentos com proteção antieletrostática e ventilação forçada para baixas velocidades.","Motor designed for VFD operation with reinforced insulation (min. Class F) to withstand dv/dt spikes, anti-static bearing protection and forced ventilation for low-speed operation.",Tensão pico máx rolamento: < 650 V (IEEE 1346) | Isolamento mínimo: Classe F (155°C) | dV/dt suportado: ≥ 1000 V/µs | Velocidade mínima contínua: até 3 Hz com resfriamento forçado | Corrente nominal: idêntica ao motor padrão equivalente,NEMA MG1 Part 31 | IEC 60034-17 | IEC 60034-25,tipo_motor,Obrigatório em operação contínua abaixo de 30 Hz ou cabo VFD-motor > 10 m sem filtro de saída.,Mandatory for continuous operation below 30 Hz or VFD-to-motor cable > 10 m without output filter.,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: inverter duty | VFD motor | motor VFD | inverter rated → tipo_motor. Valor canônico: ""motor_inverter_duty"". Parâmetros chave: CTF (constant torque frequency), dV/dt máximo, isolamento reforçado.",Nem todo motor de indução pode ser acionado por VFD sem adaptações — motor_inverter_duty possui isolamento reforçado (IEC 60034-17/25) e ventilação independente; registrar se motor é ou não adequado para VFD.,,,AC001 | IS001 | TF015
AC001,acionamento_controle,Partida Direta,Direct-On-Line Starting,PD,DOL,partida a plena tensão | chave de partida direta | DOL,full voltage starting | across-the-line starting | DOL start,-,"Método de partida em que o motor é conectado diretamente à rede em plena tensão. Corrente de partida: 5–8× In. Simples e econômico, mas causa alto impacto elétrico e mecânico.",Starting method connecting motor directly to full voltage. Starting current: 5–8× rated. Simple and economical but causes high electrical and mechanical stress.,Corrente de partida: 5–8 × In | Tempo de partida: 1–10 s,IEC 60034-12 | NBR 17094,tipo_partida,Indicado para motores pequenos (<11 kW) ou onde o impacto na rede é aceitável.,Suitable for small motors (<11 kW) or where network impact is acceptable.,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: partida direta | DOL | direct on line | across the line → tipo_partida. Valor canônico: ""partida_direta"". Normalizar ""DOL"" e ""across the line"" para o valor canônico.","Partida direta (DOL) gera corrente de inrush de 5–8× In — não confundir com ""partida suave"" (soft-starter). Registrar corrente de partida medida ou estimada ao documentar este tipo de partida.",,,TM006 | GE004 | GE008 | TF015
AC002,acionamento_controle,Soft-Starter,Soft Starter,SS,SS,partida suave | chave eletrônica de partida | partida progressiva | RVSS,reduced voltage soft starter | RVSS | electronic soft start | smooth start,-,"Dispositivo eletrônico com tiristores que reduz a tensão de partida progressivamente, diminuindo corrente e torque na aceleração. Não permite controle contínuo de velocidade em regime permanente.","Electronic device using thyristors to progressively reduce starting voltage, lowering current and torque during acceleration. Does not provide continuous speed control in steady state.",Corrente de partida: 2–4 × In | Rampa típica: 5–30 s,IEC 60947-4-2,tipo_partida,Diferente do inversor de frequência (SI005): soft-starter não controla velocidade em regime permanente.,Different from VFD (SI005): soft starter does not control speed in steady state.,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: soft starter | soft-starter | SS | partida suave → tipo_partida. Valor canônico: ""soft_starter"". Registrar fabricante, modelo e parâmetros configurados (rampa de aceleração em s, tensão inicial %).","Soft-starter reduz corrente de partida mas não controla velocidade em regime — difere fundamentalmente do VFD (inversor). Ao documentar acionamento, distinguir: soft_starter (apenas partida) vs. vfd (controle contínuo de velocidade).",,,GE002 | TF007 | EL002
AC003,acionamento_controle,Centro de Controle de Motores,Motor Control Center,CCM,MCC,MCC | painel de controle de motores | quadro de acionamento | painéis CCM,MCC | motor control panel | motor starter panel,-,"Conjunto de painéis elétricos que abriga dispositivos de proteção, medição e controle de motores industriais (disjuntores, contatores, relés, medidores, CLPs). Centraliza o acionamento e monitoramento dos ativos.","Assembly of electrical panels housing protection, measurement and control devices for industrial motors (breakers, contactors, relays, meters, PLCs). Centralizes asset actuation and monitoring.",Tensão barramento: 380 V | 440 V | 690 V | Corrente por gaveta: 6 A a 800 A | Grau de proteção: IP31 a IP54 | Barramento: 400 A a 6300 A | Formas construtivas IEC 61439-1: Forma 1 a Forma 4b,IEC 61439-1 | NEMA ICS 18 | NBR IEC 61439,localizacao_ccm,Localização do CCM é campo de cadastro relevante para rastreabilidade no digital twin.,MCC location is a relevant registration field for asset traceability in the digital twin.,2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,Normalizar: CCM | MCC | centro controle motores | motor control center → localizacao_ccm. Registrar designação do CCM (ex.: CCM-01A) e seção/cubículo (ex.: CCM-01A-C12). IEC 61439-1.,"""CCM"" pode ser Centro de Controle de Motores ou Controle de Ciclo de Máquina (em alguns sistemas SCADA) — no contexto de localização elétrica: CCM = Motor Control Center (MCC).",,AC001 | AC002,TN002 | EL001 | SI005
EL001,eventos_logs,Alarme,Alarm,ALM,ALM,alerta | aviso | alarme ativo | condição de alarme,alert | warning | active alarm | alarm condition,-,"Sinal automático gerado quando um parâmetro operacional ultrapassa um limiar configurado. Indica condição anormal que requer atenção do operador, sem necessidade de desligamento imediato.","Automatic signal generated when an operational parameter exceeds a configured threshold. Indicates abnormal condition requiring operator attention, without immediate shutdown.","Temperatura > 80°C | Vibração > 7,1 mm/s | Corrente > 1,1 × In",IEC 62682 | ISA 18.2 | ISO 13379,tipo_evento,Hierarquia típica: Informação → Aviso → Alarme → Trip. Registrar com timestamp ISO 8601 e TAG do ativo.,Typical hierarchy: Information → Warning → Alarm → Trip. Log with ISO 8601 timestamp and asset TAG.,2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: alarme | alarm | ALM | alert → tipo_evento. Severidade ISA 18.2: critico | alto | medio | baixo. Formato: ALARME_[SEVERIDADE]_[TAG]_[YYYY-MM-DDThh:mm:ssZ]. Normalizar ""alert"" → ""alarme"".","""Alarme"" ISA 18.2 exige ação do operador; ""notificação"" é informativa sem ação requerida — registrar tipo_evento corretamente: alarme ≠ notificação; impacta KPIs de gestão de alarmes.",,,EL002 | SI007 | SI008
EL002,eventos_logs,Desarme,Trip,TRIP,TRIP,trip | desligamento por proteção | atuação de proteção | falha crítica,trip | protective shutdown | protection actuation | critical fault,-,"Desligamento automático do motor por atuação de dispositivo de proteção (relé, inversor, CLP) quando um parâmetro excede limite crítico. Requer investigação de causa-raiz antes de religamento.","Automatic motor shutdown triggered by a protection device (relay, drive, PLC) when a parameter exceeds a critical limit. Requires root cause investigation before restart.","Falta de fase | Sobrecorrente (Ip/In > 1,15) | Sobretensão / subtensão | Temperatura > classe de isolamento | Vibração > ISO 20816-3 Zona D | Falha de terra (Ig > limiar do relé)",IEC 60255 | IEC 60947-4-1 | ISA 18.2,tipo_evento,"Causas comuns: sobrecorrente, sobretemperatura, falta de fase, isolamento, subtensão. Diferente de alarme: o trip desliga imediatamente.","Common causes: overcurrent, overtemperature, phase loss, insulation failure, undervoltage. Unlike alarm: trip shuts down immediately.",2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: desarme | trip | TRIP | fault trip | disparo → tipo_evento. Registrar código de causa (ANSI function number), timestamp ISO 8601 e corrente no momento do desarme. Normalizar ""trip"" → ""desarme"".","""Trip"" pode ser desarme de proteção elétrica (relé) ou parada de emergência (E-stop) — registrar origem: ""trip_protecao"" (relé 49/50/51 etc.) vs. ""parada_emergencia"" (botão E-stop ou SIS).",,,EL001 | AC002 | TF007 | EL005
EL003,eventos_logs,Status Operacional,Operational Status,STATUS,STATUS,estado operacional | condição do ativo | disponibilidade | modo de operação,asset status | equipment condition | availability status | operating mode,-,"Campo de log com o estado atual do motor. Valores: Em operação, Parado, Em manutenção, Indisponível, Em alarme, Em falha. Essencial para cálculo de disponibilidade, MTBF e MTTR.","Log field with motor current state. Values: Running, Stopped, Under maintenance, Unavailable, In alarm, In fault. Essential for availability, MTBF and MTTR calculation.",RUNNING | STOPPED | MAINTENANCE | UNAVAILABLE | ALARM | FAULT,ISO 14224 | IEC 62890,status_operacional,Registrar com timestamp ISO 8601 e TAG do ativo. Variável de contexto em modelos de PLN.,Log with ISO 8601 timestamp and asset TAG. Context variable in NLP classification models.,2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: status | estado | state | operando | parado | em falha → status_operacional. Valores canônicos: operando | parado | em_falha | em_manutencao | standby | partindo | desacelerando.,"""Parado"" pode ser parada programada (shutdown) ou parada por falha (fault trip) — usar valores distintos: ""parado_programado"" vs. ""parado_falha"" para diferenciar causas no pipeline de dados.",,,MP007 | SI008 | EL001
EL004,eventos_logs,Ordem de Serviço,Work Order,OS,WO,WO | ordem de manutenção | solicitação de serviço | ticket de manutenção,WO | maintenance order | service request | maintenance ticket,-,"Documento ou registro digital que formaliza atividades de manutenção em um ativo. Contém: TAG do ativo, tipo de manutenção, descrição, data, técnico, peças e resultado. Fonte primária de corpus para PLN.","Document or digital record formalizing maintenance activities on an asset. Contains: asset TAG, maintenance type, description, date, technician, parts and result. Primary NLP corpus source.",Corretiva emergencial (prioridade 1) | Corretiva programada (prioridade 2) | Preventiva periódica (prioridade 3) | Preditiva por condição (prioridade 4) | Inspeção de rota (prioridade 5),ISO 14224 | ISO 55000 | IEC 62890,numero_ordem_servico,A descrição textual da OS requer normalização de abreviações e padronização de vocabulário técnico.,Work order text description requires abbreviation normalization and technical vocabulary standardization.,2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: OS | WO | ordem serviço | work order | SAP WO → numero_ordem_servico. Formato SAP PM: 8 dígitos numéricos. Normalizar: remover prefixos e zeros à esquerda não significativos.,"""OS"" pode ser Ordem de Serviço ou Operating System — contexto manutenção industrial: OS = Ordem de Serviço (Work Order). Usar ""numero_ordem_servico"" para desambiguar em integrações de dados.",,,TN001 | TN004 | MP001
EL005,eventos_logs,Intertravamento,Interlock,INTLK,INTLK,bloqueio de segurança | lógica de intertravamento | condição de bloqueio,safety interlock | process interlock | interlock logic,-,"Condição lógica de segurança que impede a partida ou causa o desligamento do motor quando condições de processo ou segurança não são satisfeitas (ex.: nível baixo de óleo, porta aberta, equipamento associado em falha).","Safety logic condition preventing motor start or causing shutdown when process or safety conditions are not met (e.g.: low oil level, open door, associated equipment in fault).",Temperatura > T_max (ex.: > 130°C classe F) | Pressão de óleo < limiar mínimo | Vibração > threshold zona C/D ISO 20816 | Corrente > 115% In por > t_relé | Sinal externo de processo (CLP/SCADA),IEC 61511 | IEC 62061 | ISO 13849,tipo_evento,Intertravamentos devem ser documentados no cadastro do ativo e registrados nos logs com causa e estado.,Interlocks must be documented in asset records and logged with cause and state.,2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: intertravamento | interlock | IL | bloqueio → tipo_evento. Registrar TAG do intertravamento, condição lógica (ex.: bomba B parada → motor A bloqueado) e origem (SIS | BPCS | hardware).","""Intertravamento"" de segurança (SIS – IEC 61511) difere de intertravamento de processo (BPCS) — registrar origem do intertravamento para classificação de criticidade de segurança funcional.",,,EL002 | AC003 | SI005
EL006,eventos_logs,Timestamp,Timestamp,TS,TS,marca temporal | data e hora do evento | carimbo de tempo,time stamp | event datetime | time marker,ISO 8601,"Registro automático da data e hora exata de um evento, alarme, medição ou mudança de status. Deve seguir o padrão ISO 8601 (ex.: 2026-04-29T14:32:05Z) para interoperabilidade.","Automatic record of exact date and time of an event, alarm, measurement or status change. Must follow ISO 8601 standard (e.g.: 2026-04-29T14:32:05Z) for interoperability.",2026-04-29T14:32:05Z | 2026-04-29T14:32:05-03:00,ISO 8601 | IEC 61850 | ISO 14224,timestamp_evento,Campo obrigatório em todos os registros de log. Usar UTC ou UTC offset explícito.,Mandatory field in all log records. Use UTC or explicit UTC offset.,2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: timestamp | ts | datetime | data hora | time → timestamp_evento. Formato obrigatório: ISO 8601 com fuso horário — YYYY-MM-DDThh:mm:ss±hh:mm. Para UTC: ...Z. Normalizar timestamps sem fuso para UTC−3 (horário de Brasília).,Timestamps sem fuso horário são ambíguos em plantas com operação 24h e fuso variável — adotar UTC como padrão de armazenamento; exibir em horário local apenas na camada de apresentação.,,,EL001 | SI007 | SI008
EL007,eventos_logs,Setpoint,Setpoint,SP,SP,valor de referência | ponto de ajuste | limiar configurado | threshold,set point | reference value | configured threshold | target value,(variável),"Valor de referência a partir do qual o sistema gera alarme, trip ou ação de controle. Ex.: setpoint temperatura = 80°C (alarme) e 95°C (trip); setpoint vibração = 4,5 mm/s (alarme).","Reference value above or below which the system generates alarm, trip or control action. E.g.: temperature setpoint = 80°C (alarm) and 95°C (trip); vibration setpoint = 4.5 mm/s (alarm).","Temperatura: 80°C (ALM) / 95°C (TRIP) | Vibração: 4,5 mm/s (ALM) / 7,1 mm/s (TRIP)",ISO 13381 | IEC 62682 | ISA 18.2,setpoint_configurado,Setpoints devem ser cadastrados por ativo e por variável monitorada.,Setpoints must be registered per asset and per monitored variable.,2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,"Normalizar: setpoint | SP | set point | valor alvo | target → setpoint_configurado. Registrar unidade do setpoint junto ao valor (ex.: SP_velocidade_rpm = 1750; SP_corrente_a = 28.5). Normalizar ""set point"" → ""setpoint"".","Setpoint pode ser de velocidade (RPM), corrente (A), temperatura (°C) ou qualquer grandeza controlada — registrar sempre com unidade e variável de referência para evitar erros de escala.",,,EL001 | EL006 | SI007
EL008,eventos_logs,Horímetro,Hour Meter,HOR,HM,horas de operação | contador de horas | horas rodadas | runtime,operating hours | running hours | runtime counter | hour counter,h,Contador acumulado de horas de operação efetiva do motor desde a instalação ou último reset. Parâmetro fundamental para manutenção preventiva baseada em tempo e cálculo de MTBF/MTTR.,Accumulated counter of effective motor operating hours since installation or last reset. Fundamental for time-based preventive maintenance and MTBF/MTTR calculation.,0 h (novo) | 8760 h/ano (contínuo) | 43800 h (5 anos),ISO 14224 | ISO 55000,horas_operacao_total,Registrar com timestamp a cada leitura. Alguns inversores e CLPs fornecem horímetro parcial por sessão.,Record with timestamp at each reading. Some drives and PLCs provide partial hour meter per session.,2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: horímetro | horimetro | run hours meter | HM → horas_operacao_total. Registrar valor acumulado em horas decimais. Sincronizar com campo MP008 (horas_operacao_total) — mesma grandeza, campos redundantes para rastreabilidade.",Horímetro e horas de operação são a mesma grandeza — EL008 representa a leitura do instrumento físico; MP008 representa o dado no sistema. Manter ambos e reconciliar periodicamente para detectar divergência.,,,EL001 | EL002 | AC001
TF011,tipos_falha,Sobrecorrente,Overcurrent,SC,OC,excesso de corrente | corrente excessiva | overcurrent,excess current | overcurrent fault | OC fault,A,"Corrente do motor acima do valor nominal, de forma sustentada ou transitória. Causas: sobrecarga mecânica, falha no rotor, bloqueio, desequilíbrio de tensão. Detectada por relé de sobrecorrente ou inversor.","Motor current above rated value in sustained or transient form. Causes: mechanical overload, rotor fault, blockage, voltage unbalance. Detected by overcurrent relay or drive.","> 1,05 × In (sustentado) | > 5 × In (rotor bloqueado)",IEC 60255-151 | IEC 60947-4-1,tipo_falha,Diferente de sobrecarga térmica (TF007): sobrecorrente é a grandeza elétrica instantânea; sobrecarga térmica integra o efeito térmico ao longo do tempo.,Distinct from thermal overload (TF007): overcurrent is the instantaneous electrical quantity; thermal overload integrates thermal effect over time.,2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: sobrecorrente | overcurrent | OC | TF011 → tipo_falha. Registrar valor de pico (A) e duração (s). Threshold: I > 1.15 × In sustentado.,"Sobrecorrente pode ser causada por sobrecarga mecânica, curto-circuito ou falta de fase — registrar causa raiz; a assinatura de corrente difere em cada caso.",,,GE001 | GE011 | PO002
TF012,tipos_falha,Sobretensão,Overvoltage,STV,OV,tensão excessiva | excesso de tensão | overvoltage,excess voltage | overvoltage fault | high voltage fault,V,"Tensão de alimentação do motor acima de 110% do valor nominal por período prolongado. Pode causar sobreaquecimento, aumento de perdas no núcleo e redução da vida útil do isolamento.","Motor supply voltage exceeding 110% of rated value for a prolonged period. Can cause overheating, increased core losses and reduced insulation life.","> 1,10 × Un (IEC 60034-1)",IEC 60034-1 | IEC 61000-4-11,tipo_falha,Monitorar em conjunto com subtensão (TF013) e desequilíbrio de tensão (GE008).,Monitor together with undervoltage (TF013) and voltage unbalance (GE008).,2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: sobretensão | overvoltage | OV | TF012 → tipo_falha. Registrar valor de pico (V) e duração (ms). IEC 60034-1: operação contínua até +10% da tensão nominal.,Sobretensão transitória (surto) difere de sobretensão sustentada — registrar duração: < 1 ms = surto; > 1 s = sobretensão sustentada. Impactos no motor são distintos.,,,GE001 | GE004 | GE013
TF013,tipos_falha,Subtensão,Undervoltage,UTV,UV,tensão insuficiente | baixa tensão | undervoltage,low voltage | undervoltage fault | insufficient voltage,V,"Tensão de alimentação abaixo de 90% do valor nominal. Causa aumento de corrente (motor tenta manter potência), aquecimento excessivo e possível trip por sobrecorrente.","Supply voltage below 90% of rated value. Causes current increase (motor tries to maintain power), excessive heating and possible overcurrent trip.","< 0,90 × Un (IEC 60034-1)",IEC 60034-1 | IEC 61000-4-11,tipo_falha,"Frequente em alimentações de geradores ou redes sobrecarregadas. Verificar qualidade da energia (GE010, GE012).","Common in generator-fed or overloaded networks. Check power quality (GE010, GE012).",2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: subtensão | undervoltage | UV | TF013 → tipo_falha. Registrar valor mínimo (V) e duração (s). Limite crítico: < 90% da tensão nominal (IEC 60034-1).,"Subtensão pode causar sobrecorrente compensatória — ao registrar falha de subtensão, verificar se houve disparação por sobrecorrente subsequente e registrar como evento encadeado.",,,IS003 | IS004 | GE002
TF014,tipos_falha,Frouxidão Mecânica,Mechanical Looseness,FMK,ML,folga mecânica | frouxidão estrutural | pé manco | soft foot,structural looseness | mechanical play | loose foundation | soft foot,-,"Folgas ou afrouxamentos em parafusos de fundação, acoplamento ou suportes, causando vibração com múltiplos harmônicos inteiros da frequência de rotação no espectro FFT. Pé manco é o caso em que apenas um ponto de apoio está afrouxado.","Looseness in foundation bolts, coupling or supports, causing vibration with multiple integer harmonics of rotation frequency in FFT spectrum. Soft foot is the case where only one support point is loose.","Frequência característica: 1×, 2×, 3× rotação (harmônicos inteiros) | Amplitude vibração: crescente com rotação (proporcional a RPM²) | Fase: instável entre medições | Nível típico de alerta: > 2× baseline de vibração | Torque de aperto parafuso M12 classe 8.8: 80 N·m",ISO 10816-3 | ISO 20816-3,tipo_falha,Identificado por harmônicos inteiros de 1× e subarmônicos no espectro FFT. Confirmar com inspeção visual e torquímetro.,Identified by integer harmonics of 1× and subharmonics in FFT spectrum. Confirm with visual inspection and torque wrench.,2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: frouxidão | looseness | soft foot | TF014 → tipo_falha. Tipos: estrutural (base/parafusos) | soft_foot (assento irregular). Detectado por vibração 0.5× e subharmônicos.,Frouxidão mecânica pode mascarar ou simular desalinhamento nas análises de vibração — confirmar via análise de fase de vibração e inspeção visual antes de registrar tipo de falha.,,,CM003 | CM004 | GM001 | TF005
TF015,tipos_falha,Corrente de Eixo,Shaft Current,CE,SHC,corrente parasita de eixo | erosão elétrica em rolamento | electrical fluting | corrente de descarga,bearing current | electrical fluting | shaft discharge current | EDM bearing damage,mA,"Corrente elétrica que circula pelo eixo, rolamentos e estrutura em motores alimentados por inversores, causando erosão das pistas (fluting) e falha prematura. Mitigada por rolamentos isolados, filtros dV/dt e aterramento de eixo.","Electrical current flowing through shaft, bearings and frame in VFD-driven motors, causing raceway erosion (fluting) and premature failure. Mitigated by insulated bearings, dV/dt filters and shaft grounding.","Corrente de eixo típica (sem proteção): 0,5 A a 5 A RMS | Tensão de eixo: > 300 mV (limiar de risco de erosão) | Frequência de pitting rolamento: BPFI/BPFO com modulação PWM | Vida útil rolamento reduzida: até 30% sem proteção adequada | Proteção: rolamento isolado ≥ 10 MΩ | anel de aterramento eixo",IEC 60034-25 | NEMA MG1 Part 31,tipo_falha,Mais frequente em motores com inversores e cabo longo. Inspecionar pistas de rolamento com microscopia em manutenções programadas.,More frequent in VFD-driven motors with long cables. Inspect bearing raceways with microscopy during scheduled maintenance.,2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: corrente eixo | shaft current | bearing current | TF015 → tipo_falha. Registrar amplitude em mA/A e frequência se disponível.,Corrente de eixo é especialmente relevante em motores acionados por VFD — registrar se motor possui aterramento de eixo (shaft grounding ring) ou rolamentos isolados como medida preventiva.,,,CM004 | AC001 | GE008 | IS001
DT001,arquitetura_digital_twin,Telemetria de Sensor,Sensor Telemetry,tel.,tel.,dados de sensores em tempo real | stream de telemetria | dados IIoT,real-time sensor data | sensor data stream | IIoT telemetry,-,"Conjunto de dados brutos coletados continuamente por sensores instalados no motor elétrico (temperatura, vibração, corrente, tensão) e transmitidos via protocolo IIoT (MQTT, OPC-UA) para alimentar o Digital Twin em tempo real.","Set of raw data continuously collected by sensors installed on the electric motor (temperature, vibration, current, voltage) and transmitted via IIoT protocol (MQTT, OPC-UA) to feed the Digital Twin in real time.","Taxa de amostragem: 1 Hz a 10 kHz (conforme grandeza) | Latência máx aceitável: < 500 ms (monitoramento preditivo) | Protocolos: MQTT | OPC-UA | Modbus TCP | PROFINET | Retenção: 90 dias raw | 5 anos agregados | Formato: JSON | Parquet | TSDB (InfluxDB, TimescaleDB)",IEC 61850 | OPC-UA IEC 62541 | ISO 23247 | IEC 62443,conectividade_iiot,"O pipeline de telemetria é a camada de entrada do DT. Dados brutos devem ser validados (range check, spike detection) antes de alimentar os modelos de PLN e predição.","The telemetry pipeline is the DT's input layer. Raw data must be validated (range check, spike detection) before feeding NLP and prediction models.",2026-04-30,pt-BR / en-US,manual_tecnico,Normalizar: telemetria | sensor data | stream | IIoT data | dados_sensor → conectividade_iiot. Formato timestamp: ISO 8601 UTC (YYYY-MM-DDTHH:MM:SS.sssZ). Unidade de cada grandeza conforme glossário.,Telemetria pode referir-se ao dado bruto (raw telemetry) ou ao dado processado (processed signal) — registrar campo 'nivel_processamento': raw | filtered | aggregated | feature.,SI008,,SI007 | EL001 | EL006
DT002,arquitetura_digital_twin,Modelo de Degradação,Degradation Model,mod. deg.,deg. model,modelo de envelhecimento | modelo de desgaste | curva de vida útil,aging model | wear model | remaining useful life model | RUL model,-,"Representação matemática ou baseada em dados que descreve a progressão do desgaste ou deterioração de componentes do motor ao longo do tempo, utilizada para estimar a Vida Útil Remanescente (RUL) e antecipar falhas.","Mathematical or data-driven representation describing the progression of wear or deterioration of motor components over time, used to estimate Remaining Useful Life (RUL) and anticipate failures.","RUL estimado: 0 a 10.000 horas | Confiança do modelo: 80% a 95% (intervalo de predição) | Horizonte de predição: 24 h | 7 dias | 30 dias | Tipos: física (Arrhenius) | ML (LSTM, XGBoost) | híbrido | Atualização: online (streaming) | offline (batch diário)",ISO 13381 | ISO 13379 | IEC 62890 | ISO 55000,mtbf_horas,"Modelos físicos (ex.: equação de Arrhenius para isolamento, lei de Palmgren-Miner para fadiga de rolamento) devem ser combinados com modelos de ML para maior acurácia no contexto Forzy.","Physics-based models (e.g., Arrhenius for insulation, Palmgren-Miner for bearing fatigue) should be combined with ML models for higher accuracy in the Forzy context.",2026-04-30,pt-BR / en-US,manual_tecnico,Normalizar: modelo de degradação | RUL model | aging model | desgaste | vida útil remanescente → mtbf_horas (saída principal). Campo auxiliar: rul_estimado_horas. Formato: número inteiro positivo.,RUL (Remaining Useful Life) difere de MTTF (Mean Time To Failure) — RUL é específico ao estado atual do ativo; MTTF é estatístico populacional. Registrar explicitamente qual métrica o modelo fornece.,SI008,,MP003 | MP008 | MP009
